Date,Return - INFY,Return - IRCTC,Return - TATAELXSI
2022-11-25,0.003589382,-0.002556805,0.024409267
2022-11-28,-0.007489377,0.005819609,0.002507393
2022-11-29,0.003480365,-0.003995074,-0.002236326
2022-11-30,0.003621682,0.018257278,0.033693368
2022-12-01,0.013547831,-0.005772888,0.008758589
2022-12-02,-0.011586478,-0.002527544,-0.005331105
2022-12-05,0.001129480,-0.001369675,-0.010314303
2022-12-06,-0.016374433,-0.017350109,-0.011025081
2022-12-07,-0.004588024,0.001186372,-0.006964727
2022-12-08,0.009124898,0.004670342,-0.000928825
2022-12-09,-0.031385967,0.002081454,-0.012385909
2022-12-12,-0.014082774,0.002423319,-0.007930919
2022-12-13,0.016125953,-0.001450543,-0.008913281
2022-12-14,0.004611519,0.016670192,-0.001718768
2022-12-15,-0.024629621,-0.062389488,-0.010700492
2022-12-16,-0.011879292,-0.024526470,-0.018464692
2022-12-19,-0.009755601,0.006918045,-0.011836267
2022-12-20,-0.000033122,-0.003915432,-0.006146382
2022-12-21,0.001492735,-0.030557050,-0.017682211
2022-12-22,0.008280613,-0.019279284,-0.024473655
2022-12-23,-0.016392413,-0.052578222,-0.035234963
2022-12-26,0.003540210,0.024372150,0.071099390
2022-12-27,0.008286709,0.017763826,0.028627862
2022-12-28,-0.003102586,0.008924379,-0.015485933
2022-12-29,0.004900192,-0.008923698,-0.011947143
2022-12-30,-0.006161311,0.010504738,0.004715172
2023-01-02,0.010476097,0.004142510,0.002306750
2023-01-03,-0.000951411,0.002646551,0.018451210
2023-01-04,-0.018226002,-0.013741132,-0.007340294
2023-01-05,-0.013112187,0.003069918,-0.012889390
2023-01-06,-0.018099208,-0.001412578,-0.014878892
2023-01-09,0.024818744,0.005265188,0.006151229
2023-01-10,-0.009902625,-0.004143158,-0.005166912
2023-01-11,0.001020582,0.005965912,0.002742024
2023-01-12,0.006355124,-0.000156030,-0.003241202
2023-01-13,0.015568046,0.001326740,0.007358831
2023-01-16,0.014531291,-0.002260346,0.001698121
2023-01-17,0.009177319,0.001718672,0.000303846
2023-01-18,0.003832429,-0.001559697,0.001302994
2023-01-19,-0.004206031,0.000234264,0.006187230
2023-01-20,-0.008675011,0.001796071,0.012163466
2023-01-23,0.014715971,0.002104569,0.043452079
2023-01-24,0.002519395,0.000622315,0.006520957
2023-01-25,-0.005734921,-0.024331505,-0.015174232
2023-01-27,-0.015456887,-0.025017946,0.010178546
2023-01-30,0.012934881,0.021247039,-0.012934524
2023-01-31,-0.003281810,0.018804514,0.008292650
2023-02-01,0.011312128,-0.013430707,-0.005359852
2023-02-02,0.021049594,0.003423333,-0.001349053
2023-02-03,0.009881625,-0.004363694,-0.002595545
2023-02-06,-0.018475708,0.011793711,0.014921330
2023-02-07,-0.004745646,0.002520337,0.003493643
2023-02-08,0.017985135,0.007620357,0.000799417
2023-02-09,0.016661427,0.015827264,-0.001896160
2023-02-10,-0.005225696,-0.011205753,-0.000224378
2023-02-13,-0.025551022,-0.006287430,-0.016712382
2023-02-14,0.016459887,0.003046418,0.003781162
2023-02-15,0.002385093,0.008099077,0.008056996
2023-02-16,0.002974234,0.003089996,0.005834601
2023-02-17,-0.011237358,0.001001192,-0.003864713
2023-02-20,0.005461486,-0.012386594,0.000600339
2023-02-21,-0.008132093,0.001090616,-0.000772458
2023-02-22,-0.011206047,-0.036183955,-0.021585890
2023-02-23,-0.007107247,-0.027450348,-0.005132011
2023-02-24,-0.000032196,0.009214657,0.004371979
2023-02-27,-0.026666220,-0.013161142,-0.023668578
2023-02-28,-0.014410653,0.015670625,-0.036084449
2023-03-01,0.005714093,0.003446822,0.010662006
2023-03-02,-0.015975418,-0.003516748,-0.007111079
2023-03-03,0.004856859,0.007797111,0.004211069
2023-03-06,0.019029204,0.003013236,0.009908557
2023-03-08,-0.009784736,0.003978584,0.016440534
2023-03-09,-0.008240053,-0.005175919,-0.008777387
2023-03-10,-0.005978097,-0.005040202,-0.005608994
2023-03-13,-0.024769849,-0.016831421,-0.018938059
2023-03-14,-0.010521898,0.002825483,-0.011164696
2023-03-15,-0.000246462,0.003812129,0.004214401
2023-03-16,-0.010953438,-0.003632481,0.004443179
2023-03-17,0.011822502,0.013588552,0.007178934
2023-03-20,-0.012001075,-0.011771457,-0.019654133
2023-03-21,-0.009225998,0.003805092,0.008570789
2023-03-22,-0.001042605,-0.003296251,-0.005632509
2023-03-23,-0.010581214,0.000661470,-0.002402782
2023-03-24,0.004437798,-0.008427722,-0.006646399
2023-03-27,0.006011608,-0.029914194,-0.007382521
2023-03-28,-0.008171623,-0.037622341,-0.005078571
2023-03-29,0.004319159,0.007675808,0.005045418
2023-03-31,0.032091287,0.014703256,0.000512134
2023-04-03,-0.011975192,-0.004364525,0.008759663
2023-04-05,0.009001718,-0.006400077,0.014622526
2023-04-06,-0.001159092,0.005735463,-0.005090879
2023-04-10,0.004008687,0.020003445,0.021909511
2023-04-11,-0.015025184,0.006193078,0.029059313
2023-04-12,0.015752249,-0.000854847,-0.000681618
2023-04-13,-0.027375269,0.014117043,-0.014654371
2023-04-17,-0.094226826,0.006749346,0.000994669
2023-04-18,0.000834401,0.011564508,0.012329553
2023-04-19,-0.021558761,0.005219160,-0.009438791
2023-04-20,-0.007141639,-0.008158912,-0.008807441
2023-04-21,0.003228668,0.002077275,0.004694776
2023-04-24,-0.000855442,0.000663390,-0.004465818
2023-04-25,-0.001141666,0.007457739,0.002918622
2023-04-26,0.002163462,0.000493482,0.003133356
2023-04-27,0.015233555,-0.003452871,0.045677467
2023-04-28,0.005215647,0.019303766,0.009941914
2023-05-02,0.019716584,0.014810657,-0.000052697
2023-05-03,-0.006497262,0.001196268,0.005298641
2023-05-04,0.003466907,0.006213102,0.006416101
2023-05-05,-0.011346294,-0.009816264,-0.009083036
2023-05-08,0.005162418,0.004317160,0.017874675
2023-05-09,0.004029690,-0.008756568,0.031367604
2023-05-10,-0.005862872,0.002730504,0.018578494
2023-05-11,-0.005660023,0.003684107,0.010741591
2023-05-12,-0.008677673,0.002952499,-0.016635757
2023-05-15,0.010560573,0.006205687,-0.006639731
2023-05-16,0.004728472,-0.009804621,0.011960307
2023-05-17,-0.013762576,-0.005430047,-0.002325884
2023-05-18,-0.000721809,-0.012685707,-0.014586226
2023-05-19,0.018378831,-0.007318859,0.004538567
2023-05-22,0.018835231,0.021545055,-0.013710730
2023-05-23,0.005607982,0.001363233,0.013280884
2023-05-24,-0.001076901,-0.008729002,0.001338505
2023-05-25,0.004389136,-0.000565578,0.032499314
2023-05-26,0.010043298,0.009376749,0.028384534
2023-05-29,-0.002315023,0.034275686,0.003729707
2023-05-30,0.007189556,-0.003097174,-0.009733246
2023-05-31,-0.004192263,0.008932039,-0.000060657
2023-06-01,0.000910226,0.000000000,0.028693494
2023-06-02,-0.015536188,-0.006235547,0.008049014
2023-06-05,0.004234026,-0.002788733,0.000285827
2023-06-06,-0.019547719,-0.001009903,-0.012165248
2023-06-07,0.007779477,0.015396616,0.011644395
2023-06-08,-0.004771250,-0.013631527,0.019706111
2023-06-09,-0.013135405,-0.005978224,-0.003448185
2023-06-12,0.020537937,0.008982269,0.005231772
2023-06-13,0.009984926,0.002631912,-0.000827130
2023-06-14,-0.003410317,-0.006331032,-0.013003069
2023-06-15,-0.010458301,-0.000777001,0.004729081
2023-06-16,0.003769020,0.034214619,-0.018795181
2023-06-19,0.001819360,0.004285678,0.005634644
2023-06-20,0.007264315,-0.005689883,0.011349389
2023-06-21,-0.003107295,-0.002560066,0.002612436
2023-06-22,-0.013699101,-0.026345516,-0.015852132
2023-06-23,-0.012914087,-0.026515794,-0.024167701
2023-06-26,0.004229230,0.007406856,0.003448273
2023-06-27,0.006927263,-0.002925189,0.005121401
2023-06-28,0.011101084,-0.002854405,0.005294016
2023-06-30,0.032589805,0.010019065,0.000309788
2023-07-03,-0.001347846,-0.003149110,-0.005561072
2023-07-04,0.008585194,-0.006949872,-0.004306746
2023-07-05,0.001598353,0.003022052,0.005223722
2023-07-06,-0.002523584,0.002695864,-0.002343385
2023-07-07,-0.010194265,-0.002609464,0.000836033
2023-07-10,-0.000789300,-0.023388566,-0.007213263
2023-07-11,0.014633376,0.005033245,-0.004554422
2023-07-12,-0.011345045,0.002746384,-0.002938342
2023-07-13,0.023850541,-0.004752718,0.018408721
2023-07-14,0.044575471,0.008255728,0.021498299
2023-07-17,-0.002103861,0.004334932,-0.001455228
2023-07-18,0.036719492,-0.004316221,-0.022896561
2023-07-19,-0.000169469,0.004254675,0.002141116
2023-07-20,-0.017254790,-0.000559514,-0.008546230
2023-07-21,-0.081338409,-0.003279290,-0.024478565
2023-07-24,0.003754881,-0.004493642,-0.007406786
2023-07-25,-0.001496334,-0.001370266,-0.003837846
2023-07-26,0.010677357,0.000887865,-0.000297406
2023-07-27,0.003187936,-0.000806452,0.000601881
2023-07-28,-0.009348575,0.017998425,-0.001106340
2023-07-31,0.011339016,0.015856655,-0.008812054
2023-08-01,0.007007450,0.003277883,0.003582689
2023-08-02,-0.006116302,-0.007779074,0.000299287
2023-08-03,0.005490712,0.035201900,-0.002553163
2023-08-04,0.010298268,-0.010072741,0.001897110
2023-08-07,0.010628668,0.000382526,-0.000633529
2023-08-08,-0.002010085,-0.017130640,-0.002215119
2023-08-09,0.003021201,0.009414952,-0.000286206
2023-08-10,-0.003800952,-0.003391678,-0.010495938
2023-08-11,-0.012418113,0.024827887,0.004086240
2023-08-14,0.015818109,-0.019396190,-0.005665058
2023-08-16,0.017903879,-0.012776184,-0.001109797
2023-08-17,-0.004899507,0.012083886,0.002066363
2023-08-18,-0.016117034,-0.008781316,-0.010176307
2023-08-21,0.011952747,0.011035088,0.001234263
2023-08-22,-0.001174060,0.001844753,0.001033235
2023-08-23,0.002991951,-0.003145601,0.011773862
2023-08-24,0.011115470,0.015315865,0.024188258
2023-08-25,-0.002458556,-0.002046659,0.003132489
2023-08-28,-0.003133548,0.030155679,0.009956886
2023-08-29,0.001412779,-0.008258334,0.001247628
2023-08-30,0.012344373,0.000074332,0.002532686
2023-08-31,0.000208987,-0.000817765,-0.020933351
2023-09-01,0.005851841,0.024330321,0.005105490
2023-09-04,0.014717596,0.021646001,0.004901046
2023-09-05,0.009419185,-0.001919625,0.011680647
2023-09-06,-0.000980508,0.009403014,-0.006630334
2023-09-07,-0.007614471,-0.001764291,0.005824965
2023-09-08,0.002318937,0.025874850,-0.004439707
2023-09-11,0.004661115,-0.011232808,0.004880360
2023-09-12,0.016695469,-0.040702552,-0.004768858
2023-09-13,-0.001831990,-0.001743697,-0.013906920
2023-09-14,0.005739630,0.013682713,0.006366665
2023-09-15,0.003085720,-0.001076967,-0.010395793
2023-09-18,-0.013098655,-0.009056347,0.007394967
2023-09-20,-0.001039046,-0.015666916,0.001886624
2023-09-21,0.007716826,-0.010684548,-0.002184323
2023-09-22,-0.003728967,-0.011842711,-0.004268503
2023-09-25,-0.014704408,0.038968926,0.001778107
2023-09-26,-0.009157820,-0.011099861,0.005937175
2023-09-27,0.004347363,0.000660277,-0.001258355
2023-09-28,-0.018779856,-0.014516164,-0.010093566
2023-09-29,-0.002778839,0.013018896,-0.000117612
2023-10-03,-0.001010102,0.033340696,-0.002276099
2023-10-04,0.007217556,0.000710682,0.009874174
2023-10-05,0.013223924,0.021873481,-0.003391932
2023-10-06,0.010420582,0.000486449,0.006276498
2023-10-09,-0.002197877,-0.023548225,-0.000458745
2023-10-10,0.013351909,0.004054971,0.008219854
2023-10-11,-0.000501622,-0.001558787,-0.006019486
2023-10-12,-0.019338881,-0.006173682,0.005495442
2023-10-13,-0.023439083,0.005569474,0.012025369
2023-10-16,0.002096216,-0.001136190,0.004473525
2023-10-17,0.005787349,0.015994882,-0.004239601
2023-10-18,-0.001317135,-0.015043381,0.021966704
2023-10-19,-0.004789854,-0.005967113,0.012505080
2023-10-20,-0.004464147,-0.010791178,-0.018126817
2023-10-23,-0.013032038,-0.037422287,-0.030134539
2023-10-25,-0.027402104,-0.012233599,0.028460604
2023-10-26,-0.007737015,-0.019755338,-0.010834631
2023-10-27,0.015373883,0.022168806,0.018503396
2023-10-30,-0.002390645,0.005990767,0.004952892
2023-10-31,-0.006281562,0.003090590,-0.001839160
2023-11-01,-0.010413622,-0.018787105,-0.018596271
2023-11-02,0.011815530,0.003752795,0.001803993
2023-11-03,0.013794128,0.012665936,0.016019968
2023-11-06,0.010258810,0.011904799,0.028173835
2023-11-07,0.000712606,0.014296316,0.043356377
2023-11-08,-0.009470945,-0.006166425,0.008780954
2023-11-09,-0.011646262,-0.009381054,-0.023292831
2023-11-10,-0.004327955,0.002833531,0.000515458
2023-11-13,0.003433592,-0.002156312,0.003941627
2023-11-15,0.026901059,0.009463452,0.013348939
2023-11-16,0.024388532,0.003395657,0.032264607
2023-11-17,-0.005086840,0.040756200,-0.018033818
2023-11-20,-0.000660897,-0.008553033,-0.002636387
2023-11-21,0.001670628,0.010908348,0.016723575
2023-11-22,0.013064662,-0.012624320,-0.003983000
2023-11-23,-0.005865035,0.000000000,-0.001114532
2023-11-24,-0.008176627,-0.010285731,-0.005465142
2023-11-28,0.003687162,0.005773672,-0.003401457
2023-11-29,0.011714165,0.005310006,0.009914234
2023-11-30,-0.003048748,0.007494647,-0.016182773
2023-12-01,-0.001958544,-0.006305366,0.020653620
2023-12-04,0.008297133,0.027876784,-0.002427827
2023-12-05,-0.007102144,-0.007976694,-0.001273408
2023-12-06,0.013996423,0.035519543,0.007441546
2023-12-07,-0.005697636,0.023362577,-0.010538658
2023-12-08,0.017224913,-0.010886778,0.000047746
2023-12-11,-0.001777168,0.016743364,0.009610547
2023-12-12,-0.008364092,0.011153392,0.053947064
2023-12-13,-0.018325970,0.009538069,-0.004847324
2023-12-14,0.036197344,0.016839097,0.014324864
2023-12-15,0.051250508,-0.012894270,0.007561970
2023-12-18,-0.008901449,0.125888520,0.003727799
2023-12-19,-0.003867374,0.003355459,-0.020533997
2023-12-20,-0.014053792,-0.075898372,-0.032851208
2023-12-21,-0.000260364,0.065141354,0.018830623
2023-12-22,0.017513036,-0.008465276,0.011424749
2023-12-26,-0.012124943,0.010337976,-0.001166835
2023-12-27,0.014994026,-0.002644272,-0.006636322
2023-12-28,-0.002839610,-0.003861644,-0.004947998
2023-12-29,-0.012638786,0.027020743,-0.000513819
2024-01-01,0.005476669,0.004901381,-0.001056726
2024-01-02,-0.010925937,-0.006335106,-0.003745340
2024-01-03,-0.028936407,0.014725782,-0.011926876
2024-01-04,0.015234866,0.002557674,0.003729352
2024-01-05,0.013122297,0.004825064,0.000717531
2024-01-08,-0.006361946,0.011756224,-0.007136282
2024-01-09,0.004268453,0.002454858,0.006925463
2024-01-10,-0.006146619,0.024923840,0.012940278
2024-01-11,-0.016909055,-0.001486699,-0.003957579
2024-01-12,0.079340151,0.011592071,0.001886317
2024-01-15,0.024399303,0.017031131,-0.002357677
2024-01-16,-0.012438670,-0.018348149,-0.012860512
2024-01-17,0.005301647,-0.015742654,-0.000784469
2024-01-18,0.001463251,-0.007970485,-0.033392219
2024-01-19,0.010105915,0.060986776,-0.000409158
2024-01-23,-0.010275993,-0.049247827,-0.013433921
2024-01-24,0.020247846,0.037686429,-0.052130994
2024-01-25,-0.003760325,-0.000309075,-0.013039962
2024-01-29,-0.007489066,0.011852005,0.003501966
2024-01-30,-0.003108792,-0.018079039,-0.012893189
2024-01-31,0.005722288,0.013640396,0.001362787
2024-02-01,-0.002318005,-0.014224339,0.004700762
2024-02-02,0.021906355,0.004360025,0.000013100
2024-02-05,-0.003631869,-0.021550363,-0.005234917
2024-02-06,0.025041490,0.019648207,0.015892620
2024-02-07,-0.020642373,-0.010878011,0.008851576
2024-02-08,-0.000974184,-0.010892929,-0.008183411
2024-02-09,-0.013444832,-0.005506382,-0.012560805
2024-02-12,0.006439632,-0.041580202,-0.017137764
2024-02-13,0.002648695,0.011498763,-0.007374749
2024-02-14,-0.010893175,0.020594211,-0.001847299
2024-02-15,0.006091721,0.023999126,0.005471447
2024-02-16,0.015092343,-0.011403023,0.005789671
2024-02-19,-0.001116577,0.006697483,0.025980036
2024-02-20,-0.008530666,0.005227321,0.008775843
2024-02-21,-0.017623469,-0.027471398,-0.003870685
2024-02-22,0.015583900,0.010694058,0.005789885
2024-02-23,-0.002676421,0.031208199,0.002727489
2024-02-26,-0.009959121,0.003679378,-0.013491533
2024-02-27,0.002078097,-0.016160702,-0.008602655
2024-02-28,0.004598476,-0.030123340,-0.006144831
2024-02-29,0.001585654,0.003625384,0.028629171
2024-03-01,-0.011470263,0.002048700,-0.008423939
2024-03-04,-0.010575936,0.009361898,-0.006758994
2024-03-05,-0.018751498,-0.002345429,-0.003958157
2024-03-06,0.006878337,-0.007213080,-0.007850020
2024-03-07,-0.000680101,0.008772428,0.011108506
2024-03-11,-0.009805423,0.001493773,0.002107548
2024-03-12,0.007715841,-0.018804565,-0.016753359
2024-03-13,-0.000960927,-0.043759148,-0.023911076
2024-03-14,0.026002249,0.020552973,0.045693148
2024-03-15,-0.011673652,0.015299026,-0.003052816
2024-03-18,-0.019186032,0.007013725,-0.000557909
2024-03-19,-0.025707467,-0.013603221,-0.008678787
2024-03-20,-0.004162798,-0.004964695,-0.010391783
2024-03-21,-0.000160777,0.036423079,0.019618871
2024-03-22,-0.029491205,-0.006472306,-0.005159155
2024-03-26,-0.010736622,0.000053826,0.003750815
2024-03-27,-0.005895587,0.001292072,-0.002463064
2024-03-28,0.009569750,-0.000268832,0.014378238
2024-04-01,-0.001735655,0.043508671,-0.005118732
2024-04-02,-0.008425541,0.034685320,-0.005622740
2024-04-03,-0.001483597,0.010808962,0.038452287
2024-04-04,0.004085994,-0.016261765,0.003700984
2024-04-05,-0.005111976,0.004808884,0.001750209
2024-04-08,-0.001622625,0.011815121,-0.014810529
2024-04-09,0.012290936,-0.004286535,-0.002827457
2024-04-10,0.007994162,0.012420197,-0.006746768
2024-04-12,-0.014633693,0.033870991,-0.011852041
2024-04-15,-0.011180317,-0.026615632,-0.029405127
2024-04-16,-0.036576693,-0.012676045,0.000564728
2024-04-18,0.003393580,-0.023119681,-0.004867185
2024-04-19,-0.005636780,-0.000956757,-0.005651691
2024-04-22,0.015234721,0.008114907,-0.001925929
2024-04-23,0.006735316,0.016249188,-0.005573707
2024-04-24,-0.008076833,0.008904839,-0.049363139
2024-04-25,0.005381759,0.002389499,0.009068085
2024-04-26,-0.005700547,0.016199554,0.001381510
2024-04-29,0.003146303,0.000766000,-0.000154863
2024-04-30,-0.009897160,-0.006218608,-0.007138259
2024-05-02,-0.004294180,0.016895354,0.014116805
2024-05-03,0.001307998,-0.003644890,-0.005551349
2024-05-06,0.006778207,-0.028742401,-0.003402847
2024-05-07,0.010554686,-0.028076709,0.007096993
2024-05-08,-0.009472849,0.014041280,-0.003117185
2024-05-09,0.008582638,-0.021192154,0.005038239
2024-05-10,-0.010176808,0.009583219,-0.003362995
2024-05-13,-0.001017666,-0.005424101,-0.008193718
2024-05-14,0.000878148,0.036863101,0.002708997
2024-05-15,-0.003334035,0.001948084,0.018918914
2024-05-16,0.023521973,0.011519930,0.010709972
2024-05-17,-0.006226943,0.051129218,0.008137419
2024-05-21,-0.007027643,0.019978147,-0.016320166
2024-05-22,0.014398790,0.009367532,-0.003771264
2024-05-23,0.012097865,-0.003463609,0.028426424
2024-05-24,-0.004957924,-0.011629915,-0.005615768
2024-05-27,0.004265920,-0.007033090,-0.007884852
2024-05-28,-0.002922437,-0.016481293,0.000423696
2024-05-29,-0.010974471,-0.037115643,-0.004057393
2024-05-31,-0.030359370,-0.021622445,-0.047440411